MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"40081119","Don't miss this fabulous raised bungalow with walk out basement! 3 bedrooms upstairs and one in the lower level. Lots of newer renovations mean this is move in ready!. Fully fenced yard give lots of privacy! All appliances are staying with the home. Roof 4 years old, Furnace 4 years old. Great location, close to Uptown, shopping, Universities and schools! Fully Finished basement with Home theatre! The lower level is partially above grade with large windows making it bright and airy!. Enjoy the home theatre in the extra large recreation room with a walkout to the backyard! This is a great entertaining space. The neighborhood is amazing with parks close by for the kids to enjoy, it even has a skating rink in the winter. School bus pickup for Empire school right outside the door and other great schools near by. (63014711)","2","3 + 1","1142.0000","House",,"348 BREEZEWOOD Crescent|Waterloo, Ontario N2L5K5","-80.54511956","43.45377883","N2L5K5",,"$750,000 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Microwave Built-in, Gas stove(s), Hood Fan",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre",,,"res","https://cdn.realtor.ca/listing/TS637514853614630000/reb16/highres/9/40081119_1.jpg"
"40080257","SOLD FIRM! This meticulous property in beautiful Lakeshore Waterloo is absolutely breath taking! Welcome to 556 Elm Ridge Place located on a quite Cul De Sac surrounded by mature trees, landscaped area, trails & much more. This unique pie shaped property features a sunroom w/ cathedral ceilings where you can watch a movie or read a book. Moreover you will find 3 large bedrooms + a den and a fully finished basement with a 3pc bathroom. Within the basement you will also find a recreation room and a games room which includes a pool table. The minute you park your car you will notice the beautiful landscaped front yard, concrete stamped driveway which can park 3 cars, a single car garage and a few stunning ponds. As summer is approaching the backyard is where you will spend most of your time whether its soaking up the sun, playing in the pool or just relaxing. In continuation this property also features; newer windows, 2021 furnace, 2021 A/C, large deck central Vac, and all appliances stay. You will truly fall in love with this property so dont miss your chance to book an appointment. (63013038)","2","3 + 0","1500.0000","House",,"556 ELM RIDGE Place|Waterloo, Ontario N2L4P7","-80.55822197","43.49105974","N2L4P7",,"$699,000 ","Single Family","4","Freehold","Central Vacuum, Dryer, Microwave, Refrigerator, Stove, Water meter, Water softener, Washer, Hood Fan, Window Coverings",,"Full (Finished)","(Natural gas)","under 1/2 acre","Hospital, Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"Res","https://cdn.realtor.ca/listing/TS637514887333000000/reb16/highres/7/40080257_1.jpg"
"40080253","This beautiful 3+1 bedroom bungalow home is situated on a wide lot in a mature, quiet, family friendly street near University and Bridge St. The main floor is carpet free with an eat-in kitchen with pantry space. The sliding doors from the dining room takes you to the outdoor living space with a 2-tier deck/patio area and treed yard with lots of room for the kids to play. Cozy up with a book or a movie in the large rec room with new flooring, large windows and a wood burning fireplace. The bonus room in the basement could  be used for a hobby room, office, den, exercise room, or whatever suits your needs! 5 min drive to Conestoga Mall, University, Conestoga College (Waterloo Campus), 2 min to highway. Hurry, won't last long! (63001199)","2","3 + 1","1218.0000","House",,"323 BRAEMORE Avenue|Waterloo, Ontario N2K1T7","-80.49812107","43.49008085","N2K1T7",,"$699,000 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637517928841570000/reb16/highres/3/40080253_1.jpg"
"X5148871","""""Wow! Wow! Wow! This Fresh And Sunny Home Is Professionally Decorated And Move-In Ready, Featuring 9' Ceilings On 2 Full Levels. Located In The Highly Sought After Mary Allen Neighbourhood, And Steps From The Ion Transit, Belmont Village, Vincenzos, Uptown Waterloo, And Iron Horse Trail.   A Small But Quaint Backyard With Little To No Maintenance, Allows You To Come And Go As You Please, Or Space For A Hot Tub To Have Your Own Private Sanctuary.**** EXTRAS **** Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings Excluded:  Dining Room Light Fixture (28069995)","2","3",,"House",,"235 HERBERT ST|Waterloo, Ontario N2J1V1","-80.5147364","43.4604148","N2J1V1",,"$599,800 ","Single Family",,"Freehold",,,"N/A (Unfinished)","Forced air (Natural gas)","29.49 x 60 FT",,"$3,709.88",,"https://cdn.realtor.ca/listing/TS637511531446600000/reb86/highres/1/x5148871_1.jpg"
"X5146738","Large, Detached Bungalow In Waterloo In Waiting For You. Main Floor Features 3 Bedrooms, Full Bath & Walk Out To Large Yard & Deck! Basement With Separate Entrance, Plenty Of Windows, Bathroom, Bedrm & Recreation Area! Large Garage & Wide Driveway - Fits Many Cars! Perfect Location Situated Among Mature Trees, Parks & Conveniences! Come See It Before Its Gone!**** EXTRAS **** Quiet Street, Family Ortiented Neighbourhood! All Appliances, Window Coverings, Owned Hot Water Tank, Forced Air Gas Furnace & New Air Conditioner! (28062526)","2","3 + 2",,"House",,"550 MOUNT ANNE DR|Waterloo, Ontario N2L4W3","-80.546037","43.4904287","N2L4W3",,"$599,000 ","Single Family","5","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","50 x 115 FT","Park, Public Transit, Schools","$3,451.06",,"https://cdn.realtor.ca/listing/TS637510688300930000/reb82/highres/8/x5146738_1.jpg"
"40079464","Large, Detached Bungalow In Waterloo In Waiting For You. Main Floor Features 3 Bedrooms, Full Bath & Walk Out To Large Yard & Deck! Basement With Separate Entrance, Plenty Of Windows, Bathroom, Bedrm & Recreation Area! Large Garage & Wide Driveway - Fits Many Cars! Perfect Location Situated Among Mature Trees, Parks & Conveniences! Come See It Before Its Gone! (62993243)","2","3 + 0",,"House",,"550 MOUNT ANNE Drive|Waterloo, Ontario N2L4W3","-80.54601554","43.4904511","N2L4W3",,"$599,000 ","Single Family",,"Freehold",,,"Full (Finished)","(Natural gas)","under 1/2 acre","Park, Public Transit",,"Residential","https://cdn.realtor.ca/listing/TS637517712738430000/reb15/highres/4/40079464_1.jpg"
"40078809","Welcome to 707 Black Cherry!! This perfect family home located in a great neighbourhood and close to all amenities has many appealing attributes; including two bonus rooms to utilize for that perfect space you have always dreamed about! Let your imagination take way and visualize an office space with a reading nook, the perfect open concept great room with a home theatre or a formal dining room area. The possibilities are endless!! With an open concept kitchen, dining and living room; this area makes this a great space to entertain friends & family or to socialize while preparing meals.The island in the kitchen is mobile and can be moved to suit your own needs.The living room displays patio doors that exit onto the back deck. The second floor has three moderate sized bedrooms to accommodate a growing family or extra office space, as well as a 4-piece bathroom. Do you require extra storage? The basement has an ample storage area. New door hardware throughout. Refreshed bathrooms with aesthetic upgrades. Maintenance alert - Keep water bills down in the summer months!! The front and backyard consist of stone, mulch and ground cover on mulch. The backyard has a raised flower bed that boasts beautiful perennials and bushes. Make this maintenance free area into your very own summer oasis. Do not miss this opportunity, it won't last long!! (62987021)","2","3 + 0",,"House",,"707 BLACK CHERRY Street|Waterloo, Ontario N2V2P3","-80.59094267","43.46318934","N2V2P3",,"$749,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Public Transit, Schools",,"Residential","https://cdn.realtor.ca/listing/TS637509747610100000/reb16/highres/9/40078809_1.jpg"
"40077763","Located in desirable Clair Hills, this house on an extra deep lot, is in close proximity to schools, all the shopping and dining opportunities of the Boardwalk, cinema hall, bank, medical facilities and Costco. Public transport is just a 2 minute walk away. This well kept 3bed/3bth detached, carpet free house is finished from top to bottom. Home features hardwood & ceramics on main floor. The tiled hall way leads to a well organized kitchen with breakfast area. The spacious and bright great room has access to a deep backyard with a large deck and pergola. A powder room and inside entrance to the garage complete the main floor. Hardwood stairs with metal spindles lead to the upper level which has quality laminate floors through out. The large master bedroom has a walk in closet with organizers. The hallway leads to the other two good sized bedrooms and the main 4 piece bathroom. The finished basement boasts a nice recreation room with tiled floor, pot lights, and a 3 piece washroom. Upgrades include: new fencing - 2017, furnace and AC replaced in 2017, roof shingles- 2019, Stove -2019, washer - 2019, garage door opener - 2019.  The garage has ample storage - shelves and cabinets. (62984623)","3","3 + 0","1401.0000","House",,"402 LAUSANNE Crescent|Waterloo, Ontario N2T2X6","-80.57284542","43.45151268","N2T2X6",,"$649,000 ","Single Family","3","Freehold","Central Vacuum, Dishwasher, Dryer, Refrigerator, Satellite Dish, Stove, Water softener, Washer, Hood Fan, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","0.12 ac|under 1/2 acre","Public Transit, Schools, Shopping",,"Res","https://cdn.realtor.ca/listing/TS637511791015900000/reb16/highres/3/40077763_1.jpg"
"40073121","This operates as a student rental with 5 rooms rented and leases in place to 30 April 22.   Downtown waterloo location is ideal for vibrant urban living. 200m to Wilfrid Laurier University .  Already registered for 2 units so easy future duplex operation is possible. (62939876)","3","4 + 2","1461.0000","House",,"19 ELGIN Street|Waterloo, Ontario N2J2P9","-80.522258","43.470172","N2J2P9",,"$699,000 ","Single Family","3","Freehold","Refrigerator, Stove",,"Full (Finished)","Boiler, Radiant heat, (Natural gas)","under 1/2 acre","Schools",,"Res  R4","https://cdn.realtor.ca/listing/TS637501956328400000/reb16/highres/1/40073121_1.jpg"
"X5096778","Either To Move In Or To Invest For The Future. Approved Zoning Rmu-20 For Potential Condo Builders. Ideally Located Steps Away From A Big Shopping Plaza, Public Trans., Hwy, Universities And The Downtown With Restaurants Parks, Nightlife. Tenanted! Generating $21600/Annum Gross Income Each House.To Be Only Sold With Adjacent Property Of 131 Bridgeport With Mls#x5096134.Buyers To Do Due Diligence With The City (27859203)","5","4",,"House",,"129 BRIDGEPORT RD E|Waterloo, Ontario N2J2K3","-80.5107416","43.4707478","N2J2K3",,"$750,000 ","Single Family",,"Freehold",,,"N/A (Finished)","Forced air (Natural gas)","44 x 162 FT ; 44.07 Ft X 163.15 Ft X 44.40 Ft X 160.16",,"$2,901",,"https://cdn.realtor.ca/listing/TS637480495381130000/reb82/highres/8/x5096778_1.jpg"
